Components,Flap Side,Size,Stock,Printing,Sheets,Pages,Gusset,,description
Portfolio and Certicate,-,"5""(W) x 8""(H) with two pockets, each 2.5""(W) x 8""(H)",250gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"5""(W) x 8""(H) with two pockets, each 2.5""(W) x 8""(H)",300gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"5""(W) x 8""(H) with two pockets, each 2.5""(W) x 8""(H)",Extra UV cost,-,-,-,-,,
Portfolio and Certicate,-,"6""(W) x 8.25""(H) with two pockets, each 2.5""(W) x 8.25""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6""(W) x 8.25""(H) with two pockets, each 2.5""(W) x 8.25""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6""(W) x 8.25""(H) with two pockets, each 2.5""(W) x 8.25""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6""(W) x 8.25""(H) with two pockets, each 2.5""(W) x 8.25""(H)",230gsm C1S,4c/0c + gold foil (80%),-,-,-,,
Portfolio and Certicate,-,"6""(W) x 8.25""(H) with two pockets, each 2.5""(W) x 8.25""(H)",250gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",190gsm C1S,4c/1c,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",250gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 8.75""(H) with two pockets, each 5.75""(W) x 3""(H)",300gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"Finished: 5.75""(W) x 8.75""(H)
Flat: 17.875""(W) x 11.75""(H) Tri-folded Portfolio with two pockets,each 5.75""(W) x 3""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"Finished: 5.75""(W) x 8.75""(H)
Flat: 17.875""(W) x 11.75""(H) Tri-folded Portfolio with two pockets,each 5.75""(W) x 3""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"Finished: 5.75""(W) x 8.75""(H)
Flat: 17.875""(W) x 11.75""(H) Tri-folded Portfolio with two pockets,each 5.75""(W) x 3""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"Finished: 5.75""(W) x 8.75""(H)
Flat: 17.875""(W) x 11.75""(H) Tri-folded Portfolio with two pockets,each 5.75""(W) x 3""(H)",250gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"8.27""(W) x 12""(H) with two pockets, each 8.27""(W) x 4""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.27""(W) x 12""(H) with two pockets, each 8.27""(W) x 4""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.27""(W) x 12""(H) with two pockets, each 8.27""(W) x 4""(H)",210gsm C1S,4c/4c,-,-,-,,
Portfolio and Certicate,-,"8.27""(W) x 12""(H) with two pockets, each 8.27""(W) x 4""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.27""(W) x 12""(H) with two pockets, each 8.27""(W) x 4""(H)",250gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"8.75""(W) x 11.5""(H) with two pockets,  each 8.75""(W) x 4""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.75""(W) x 11.5""(H) with two pockets,  each 8.75""(W) x 4""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.75""(W) x 11.5""(H) with two pockets,  each 8.75""(W) x 4""(H)",210gsm C1S,4c/4c,-,-,-,,
Portfolio and Certicate,-,"8.75""(W) x 11.5""(H) with two pockets,  each 8.75""(W) x 4""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"8.75""(W) x 11.5""(H) with two pockets,  each 8.75""(W) x 4""(H)",250gsm C1S,4c/0c ,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",210gsm C1S,4c/4c,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",210gsm C1S,4c/2c,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"6.3125""(W) x 9""(H) x 0.1875""(D) with two pockets, each 6.3125""(W) x 3""(H)",250gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",250gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",300gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",190gsm FSC C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 7.25""(H) Stationery Portfolio with two gate folded pockets, tied by a ribbon (solid color) each 3.75""(W) x 7.25""(H)",190gsm Recycled C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",190gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",190gsm C1S,4c/2c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",210gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",230gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",250gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",300gsm C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",190gsm FSC C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7.75""(W) x 9.5""(H) Stationery Portfoliowith two gate folded pockets, tied by a ribbon (solid color)each 3.75""(W) x 9.75""(H)",190gsm Recycled C1S,4c/0c,-,-,-,,
Portfolio and Certicate,-,"7""(W) x 9.5""(H)",190gsm C1S,"4c/0c, linen emboss +
Combo foil and emboss",-,-,-,,
Portfolio and Certicate,-,"5.5""(W) x 9""(H)",190gsm C1S,"4c/0c, linen emboss +
Combo foil and emboss",-,-,-,,
Portfolio and Certicate,-,"5.5""(W) x 9""(H)",190gsm C1S,"1pms/0c, linen emboss +
Combo foil and emboss",-,-,-,,
Portfolio and Certicate,-,"5.75""(W) x 10.5""(H)",190gsm C1S,"1pms/0c, linen emboss +
Combo foil and emboss",-,-,-,,
Portfolio and Certicate,-,"Finished: 5.5""(W) x 9""(H)
Flat: 16.5""(W) x 10.5""(H)
order: 1030880",250gsm C1S,"2pms/0c, linen emboss +
Combo foil and emboss on p.1, die cut window",-,-,-,,
Portfolio and Certicate,-,"Finished: 5.5""(W) x 9""(H)
Flat: 16.5""(W) x 10.5""(H)",250gsm C1S,"2pms/0c, linen emboss +
NO Combo foil and emboss on p.1, die cut window",-,-,-,,
Portfolio and Certicate,-,"Acetate ( 4-3/4"" x 8-3/8"")",Clear plastic,Add clear Acetate to the die cut window of the Folder,-,-,-,,
Portfolio and Certicate,-,"Finished:8.5""(W) x 11""(H)
Flat: 8.5""(W) x 33""(H)",190gsm C1S,"2pms/0c, linen emboss +
Combo foil and emboss, die cut window",-,-,-,,
Portfolio and Certicate,-,"Finished:8.5""(W) x 11""(H)
Flat: 8.5""(W) x 33""(H)",250gsm C1S,"2pms/0c, linen emboss +
Combo foil and emboss, die cut window",-,-,-,,
Portfolio and Certicate,-,"Finished:8.5""(W) x 11""(H)
Flat: 17""(W) x 11""(H)",190gsm C1S,"2pms/0c, linen emboss +
Combo foil and 3D emboss (approx. 30% coverage of p.1), NO die cut window",-,-,-,,
Portfolio and Certicate,-,"Finished:8.5""(W) x 11""(H)
Flat: 17""(W) x 11""(H)",250gsm C1S,"2pms/0c, linen emboss +
Combo foil and 3D emboss (approx. 30% coverage of p.1), NO die cut window",-,-,-,,
Portfolio and Certicate,-,"Acetate  ( 7-3/4"" x 10-3/8"")",Clear plastic,Add clear Acetate to the die cut window of the Folder,-,-,-,,
Portfolio and Certicate,-,"5.25""(W) x 8.75""(H)","60# Parchment 
(MVP-73-3)","3c/0c, No UV raised coating, fully glued to p.3 of the folder, perso",-,-,-,,
Portfolio and Certicate,-,"5.25""(W) x 8.75""(H)","60# Parchment 
(MVP-73-3)","3c/0c, UV raised coating, fully glued to p.3 of the folder, perso",-,-,-,,
Portfolio and Certicate,-,"5.25""(W) x 8.75""(H)",60# Parchment ,"3c/0c, UV raised coating, fully glued to p.3 of the folder, gold foil, perso",-,-,-,,
Portfolio and Certicate,-,"5.25""(W) x 8.75""(H)",60# Parchment,"2c/0c, combo gold foil and combo emboss, fully glued to p.3 of the folder, perso",-,-,-,,
Portfolio and Certicate,-,"5.625""(W) x 10.375""(H)",60# Parchment,"3c/0c, UV raised coating, fully glued to p.3 of the folder, perso",-,-,-,,
Portfolio and Certicate,-,"6.75""(W) x 9.25""(H)",190gsm C1S,"4c/0c, linen emboss, combo gold foil and comobo emboss, fully glued to p.3 of the folder, perso",-,-,-,,
Portfolio and Certicate,-,"8.25""(W) x 10.75""(H)",60# Parchment,"3c/0c, UV raised coating, fully glued to p.3 of the folder, perso",-,-,-,,
Gift Wrap,-,"34"" x 20"" ",80gsm C2S,"4c/0c, fold to 8.5"" x 5""",-,-,-,,
Gift Wrap,-,"34"" x 20"" ",80gsm C2S,"4c/1c, fold to 8.5"" x 5""",-,-,-,,
Gift Wrap,-,"34"" x 20"" ",80gsm C2S,"4c/2c, fold to 8.5"" x 5""",-,-,-,,
Gift Wrap,-,"34"" x 20"" ",80gsm C2S,"4c/4c, fold to 8.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm C2S,"4c/0c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm C2S,"4c/1c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm C2S,"4c/2c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm C2S,"4c/4c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm recycled  C2S,"4c/0c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm recycled  C2S,"4c/2c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",80gsm recycled C2S,"4c/4c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",105gsm  C2S,"4c/0c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",105gsm C2S,"4c/2c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 20"" ",105gsm C2S,"4c/4c, fold to 7.5"" x 5""",-,-,-,,
Gift Wrap,-,"30"" x 15""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"30"" x 15""",80gsm C2S,4c/2c,-,-,-,,
Gift Wrap,-,"30"" x 15""",80gsm C2S,4c/4c,-,-,-,,
Gift Wrap,-,"26"" x 17""",80gsm C2S,"4c/0c, fold to 6.5"" x 4.25""",-,-,-,,
Gift Wrap,-,"26"" x 17""",80gsm C2S,"4c/2c, fold to 6.5"" x 4.25""",-,-,-,,
Gift Wrap,-,"26"" x 17""",80gsm C2S,"4c/4c, fold to 6.5"" x 4.25""",-,-,-,,
Gift Wrap,-,"25"" x 24""",80gsm C2S,"4c/0c, fold to 8.33"" x 6""",-,-,-,,
Gift Wrap,-,"25"" x 24""",80gsm C2S,"4c/2c, fold to 8.33"" x 6""",-,-,-,,
Gift Wrap,-,"25"" x 24""",80gsm C2S,"4c/4c, fold to 8.33"" x 6""",-,-,-,,
Gift Wrap,-,"25"" x 9""",80gsm C2S,"4c/0c, fold to 8.33"" x 4.5""",-,-,-,,
Gift Wrap,-,"24"" x 20.5""",120gsm uncoated,4c/0c,-,-,-,,
Gift Wrap,-,"24"" x 20.5""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"23"" x 11""",80gsm C2S,"4c/0c, folded to 7.72"" x 3.7""",-,-,-,,
Gift Wrap,-,"23"" x 11""",80gsm C2S,"4c/2c, folded to 7.72"" x 3.7""",-,-,-,,
Gift Wrap,-,"23"" x 11""",80gsm C2S,"4c/4c, folded to 7.72"" x 3.7""",-,-,-,,
Gift Wrap,-,"22"" x 16"" or 30"" x 12""",90gsm uncoated,4c/0c,-,-,-,,
Gift Wrap,-,"22"" x 16"" or 30"" x 12""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"22"" x 16"" or 30"" x 12""",80gsm C2S,4c/2c,-,-,-,,
Gift Wrap,-,"22"" x 16"" or 30"" x 12""",80gsm C2S,4c/4c,-,-,-,,
Gift Wrap,-,"20"" x 15""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"20"" x 15""",80gsm C2S,4c/2c,-,-,-,,
Gift Wrap,-,"20"" x 15""",80gsm C2S,4c/4c,-,-,-,,
Gift Wrap,-,"15"" x 15""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"15"" x 15""",80gsm C2S,4c/2c,-,-,-,,
Gift Wrap,-,"15"" x 15""",80gsm C2S,4c/4c,-,-,-,,
Gift Wrap,-,"13.5"" x 16.5""",80gsm C2S,4c/0c,-,-,-,,
Gift Wrap,-,"13.5"" x 16.5""",80gsm C2S,4c/2c,-,-,-,,
Gift Wrap,-,"13.5"" x 16.5""",80gsm C2S,4c/4c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,4 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,5 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,7 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",90gsm FSC uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,10 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,12 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,15 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,18 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",70gsm uncoated,2c/0c or 4c/0c,20 sheets,-,-,,
NP,-,"3.5"" x 4""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 4""",190gsm C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",190gsm C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",190gsm C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",190gsm FSC C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",190gsm FSC C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",190gsm FSC C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",250gsm CCNB,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",250gsm CCNB,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 4""",250gsm CCNB,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,4 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,5 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,7 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",90gsm FSC uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,10 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,12 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,15 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,18 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",70gsm uncoated,2c/0c or 4c/0c,20 sheets,-,-,,
NP,-,"3.5"" x 5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 5""",190gsm C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",190gsm C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",190gsm C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",190gsm FSC C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",190gsm FSC C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",190gsm FSC C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",250gsm CCNB,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",250gsm CCNB,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 5""",250gsm CCNB,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,4 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,5 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,7 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",90gsm FSC uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,10 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,12 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,15 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,18 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",70gsm uncoated,2c/0c or 4c/0c,20 sheets,-,-,,
NP,-,"3.5"" x 6""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 6""",190gsm C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",190gsm C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",190gsm C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",190gsm FSC C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",190gsm FSC C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",190gsm FSC C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",250gsm CCNB,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",250gsm CCNB,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 6""",250gsm CCNB,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,4 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,5 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,7 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,10 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,12 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,15 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,18 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",70gsm uncoated,2c/0c or 4c/0c,20 sheets,-,-,,
NP,-,"3.5"" x 7""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 7""",190gsm C1S,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",190gsm C1S,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",190gsm C1S,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",250gsm CCNB,Blank + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",250gsm CCNB,2c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 7""",250gsm CCNB,4c/0c + padded,Backer,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,4 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,5 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,7 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",90gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",90gsm FSC uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,8 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",90gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",90gsm FSC uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,10 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,12 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,15 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,18 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
NP,-,"3.5"" x 8.5""",70gsm uncoated,2c/0c or 4c/0c,20 sheets,-,-,,
NP,-,"3.5"" x 8.5""",80gsm uncoated,2c/0c or 4c/0c,-,-,-,,
